open_time,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore
2025-07-27 17:09:00+08:00,187.1800,187.1900,187.1200,187.1900,2421.51,2025-07-27 17:09:59.999000+08:00,453224.813600,587,1143.07,213949.911000,0
2025-07-27 17:10:00+08:00,187.1900,187.2900,187.1400,187.2200,9992.55,2025-07-27 17:10:59.999000+08:00,1871009.517900,1085,7291.68,1365363.178900,0
2025-07-27 17:11:00+08:00,187.2300,187.3000,187.1900,187.2600,4800.74,2025-07-27 17:11:59.999000+08:00,898833.960300,739,2052.48,384286.281000,0
2025-07-27 17:12:00+08:00,187.2700,187.2700,187.1100,187.1700,4988.87,2025-07-27 17:12:59.999000+08:00,933881.040500,944,1388.38,259877.604700,0
2025-07-27 17:13:00+08:00,187.1700,187.1800,186.9900,186.9900,5338.21,2025-07-27 17:13:59.999000+08:00,998638.208400,914,778.04,145543.437900,0
2025-07-27 17:14:00+08:00,186.9900,187.0600,186.9700,187.0300,3039.38,2025-07-27 17:14:59.999000+08:00,568359.341900,581,816.04,152607.397900,0
2025-07-27 17:15:00+08:00,187.0400,187.0800,187.0100,187.0800,3086.40,2025-07-27 17:15:59.999000+08:00,577249.740400,567,655.71,122642.027300,0
2025-07-27 17:16:00+08:00,187.0800,187.1000,187.0100,187.0100,2956.64,2025-07-27 17:16:59.999000+08:00,553111.998000,620,1531.60,286541.056200,0
2025-07-27 17:17:00+08:00,187.0100,187.0200,186.8500,186.8700,4158.80,2025-07-27 17:17:59.999000+08:00,777272.513400,941,1549.63,289579.072300,0
2025-07-27 17:18:00+08:00,186.8800,186.9800,186.8300,186.9700,1796.06,2025-07-27 17:18:59.999000+08:00,335659.283500,630,915.15,171026.630400,0
2025-07-27 17:19:00+08:00,186.9700,186.9800,186.9300,186.9300,1955.32,2025-07-27 17:19:59.999000+08:00,365562.711900,483,811.15,151651.954800,0
2025-07-27 17:20:00+08:00,186.9300,186.9400,186.8000,186.8500,3205.13,2025-07-27 17:20:59.999000+08:00,598883.999500,809,1167.29,218109.640600,0
2025-07-27 17:21:00+08:00,186.8500,186.9200,186.8500,186.8600,2311.66,2025-07-27 17:21:59.999000+08:00,432004.619500,554,865.57,161766.307800,0
2025-07-27 17:22:00+08:00,186.8600,187.1000,186.8300,187.0900,7454.21,2025-07-27 17:22:59.999000+08:00,1393375.446200,855,6130.56,1146015.412200,0
2025-07-27 17:23:00+08:00,187.1000,187.1600,187.0900,187.1200,7915.68,2025-07-27 17:23:59.999000+08:00,1481128.120100,717,5966.66,1116397.230800,0
2025-07-27 17:24:00+08:00,187.1200,187.1600,187.1100,187.1600,2405.96,2025-07-27 17:24:59.999000+08:00,450261.449900,530,1729.30,323634.787900,0
2025-07-27 17:25:00+08:00,187.1600,187.1800,187.1200,187.1700,3467.25,2025-07-27 17:25:59.999000+08:00,648888.495900,559,1482.80,277512.907200,0
2025-07-27 17:26:00+08:00,187.1800,187.1800,187.0500,187.0900,8598.51,2025-07-27 17:26:59.999000+08:00,1608757.009000,964,1518.93,284171.547600,0
2025-07-27 17:27:00+08:00,187.0900,187.1700,187.0900,187.1600,2937.76,2025-07-27 17:27:59.999000+08:00,549692.826100,445,1853.40,346807.088500,0
2025-07-27 17:28:00+08:00,187.1700,187.2200,187.1000,187.1900,4438.21,2025-07-27 17:28:59.999000+08:00,830660.174500,742,1771.56,331591.518200,0
2025-07-27 17:29:00+08:00,187.1900,187.1900,187.0400,187.0700,3517.47,2025-07-27 17:29:59.999000+08:00,658085.208000,692,840.05,157181.846700,0
2025-07-27 17:30:00+08:00,187.0700,187.0800,186.9800,187.0100,2633.83,2025-07-27 17:30:59.999000+08:00,492556.258900,649,971.34,181645.443500,0
2025-07-27 17:31:00+08:00,187.0100,187.0700,187.0100,187.0300,2703.49,2025-07-27 17:31:59.999000+08:00,505657.663200,559,725.35,135671.454200,0
2025-07-27 17:32:00+08:00,187.0300,187.0300,186.9200,186.9500,4878.86,2025-07-27 17:32:59.999000+08:00,912204.824600,732,738.11,138005.615100,0
2025-07-27 17:33:00+08:00,186.9500,186.9600,186.8500,186.9400,6346.98,2025-07-27 17:33:59.999000+08:00,1186168.480500,901,1362.28,254611.769000,0
2025-07-27 17:34:00+08:00,186.9500,186.9900,186.8900,186.9600,5199.10,2025-07-27 17:34:59.999000+08:00,971904.661500,755,857.90,160380.351100,0
2025-07-27 17:35:00+08:00,186.9600,187.1400,186.9500,187.0300,16854.79,2025-07-27 17:35:59.999000+08:00,3153388.863600,1424,11307.93,2115602.295800,0
2025-07-27 17:36:00+08:00,187.0300,187.0400,186.9600,187.0300,1919.27,2025-07-27 17:36:59.999000+08:00,358918.962600,605,1012.35,189322.764200,0
2025-07-27 17:37:00+08:00,187.0300,187.0900,187.0200,187.0200,2029.29,2025-07-27 17:37:59.999000+08:00,379612.378100,659,457.25,85531.855700,0
2025-07-27 17:38:00+08:00,187.0300,187.0900,186.9900,187.0600,5205.91,2025-07-27 17:38:59.999000+08:00,973728.040300,845,2737.61,512042.854800,0
2025-07-27 17:39:00+08:00,187.0600,187.0600,186.9300,187.0600,3813.90,2025-07-27 17:39:59.999000+08:00,713203.214700,775,2300.54,430185.471300,0
2025-07-27 17:40:00+08:00,187.0600,187.0600,186.9600,186.9600,2431.62,2025-07-27 17:40:59.999000+08:00,454750.627700,689,1209.62,226215.315400,0
2025-07-27 17:41:00+08:00,186.9600,186.9700,186.8500,186.8600,2973.94,2025-07-27 17:41:59.999000+08:00,555810.504300,886,887.15,165795.293100,0
2025-07-27 17:42:00+08:00,186.8600,186.9000,186.8000,186.8000,2318.61,2025-07-27 17:42:59.999000+08:00,433270.115900,659,470.96,88007.911400,0
2025-07-27 17:43:00+08:00,186.8000,186.8000,186.6000,186.6200,5084.48,2025-07-27 17:43:59.999000+08:00,949150.980100,1250,1745.89,325865.083700,0
2025-07-27 17:44:00+08:00,186.6100,186.7500,186.5700,186.7500,5238.16,2025-07-27 17:44:59.999000+08:00,977673.323200,958,2986.02,557355.544800,0
2025-07-27 17:45:00+08:00,186.7400,186.7600,186.6200,186.6200,5722.32,2025-07-27 17:45:59.999000+08:00,1068103.694100,1282,1269.80,237038.648000,0
2025-07-27 17:46:00+08:00,186.6200,186.6400,186.4200,186.4900,15893.50,2025-07-27 17:46:59.999000+08:00,2964720.769100,1937,2975.06,554869.337000,0
2025-07-27 17:47:00+08:00,186.4900,186.5400,186.4000,186.4000,6405.13,2025-07-27 17:47:59.999000+08:00,1194336.772500,1099,1837.32,342621.100400,0
2025-07-27 17:48:00+08:00,186.4000,186.4600,186.3700,186.3900,6928.83,2025-07-27 17:48:59.999000+08:00,1291603.944400,1173,2771.56,516671.925200,0
2025-07-27 17:49:00+08:00,186.3900,186.4600,186.3700,186.4000,7127.33,2025-07-27 17:49:59.999000+08:00,1328629.302400,1145,2166.81,403938.373100,0
2025-07-27 17:50:00+08:00,186.4100,186.4100,186.3100,186.3300,7067.85,2025-07-27 17:50:59.999000+08:00,1317046.139700,1244,2314.18,431218.752800,0
2025-07-27 17:51:00+08:00,186.3200,186.4000,186.3100,186.3100,5283.73,2025-07-27 17:51:59.999000+08:00,984619.663900,1050,2219.82,413679.709800,0
2025-07-27 17:52:00+08:00,186.3100,186.3900,186.3000,186.3800,3437.86,2025-07-27 17:52:59.999000+08:00,640558.419700,826,1586.22,295573.787300,0
2025-07-27 17:53:00+08:00,186.3900,186.4300,186.2600,186.2800,9666.39,2025-07-27 17:53:59.999000+08:00,1801436.290300,1492,4369.81,814418.757200,0
2025-07-27 17:54:00+08:00,186.2800,186.2900,186.2000,186.2800,7071.55,2025-07-27 17:54:59.999000+08:00,1317028.206600,1084,2299.94,428376.796200,0
2025-07-27 17:55:00+08:00,186.2900,186.2900,186.1100,186.2400,11048.22,2025-07-27 17:55:59.999000+08:00,2057017.905200,1515,4515.34,840716.998400,0
2025-07-27 17:56:00+08:00,186.2300,186.4100,186.2300,186.3600,7792.85,2025-07-27 17:56:59.999000+08:00,1452113.882300,957,5279.39,983673.681200,0
2025-07-27 17:57:00+08:00,186.3500,186.3600,186.2800,186.3600,3861.06,2025-07-27 17:57:59.999000+08:00,719328.473000,746,1526.59,284417.467500,0
2025-07-27 17:58:00+08:00,186.3500,186.4100,186.2900,186.3400,6710.57,2025-07-27 17:58:59.999000+08:00,1250509.926800,879,4079.75,760328.642100,0
2025-07-27 17:59:00+08:00,186.3300,186.3500,186.2900,186.3000,3516.04,2025-07-27 17:59:59.999000+08:00,655114.505200,629,2331.70,434452.109300,0
2025-07-27 18:00:00+08:00,186.3100,186.3700,186.2600,186.3700,8609.76,2025-07-27 18:00:59.999000+08:00,1604111.248100,1177,4272.01,796052.304300,0
2025-07-27 18:01:00+08:00,186.3600,186.5700,186.3600,186.5600,10912.83,2025-07-27 18:01:59.999000+08:00,2034942.530700,1575,8084.44,1507555.175000,0
2025-07-27 18:02:00+08:00,186.5600,186.5900,186.5000,186.5800,7891.96,2025-07-27 18:02:59.999000+08:00,1472318.836600,1122,5198.14,969782.807900,0
2025-07-27 18:03:00+08:00,186.5700,186.6500,186.5700,186.6000,5579.76,2025-07-27 18:03:59.999000+08:00,1041321.298100,929,2696.51,503251.591100,0
2025-07-27 18:04:00+08:00,186.6000,186.6600,186.5900,186.6400,5608.71,2025-07-27 18:04:59.999000+08:00,1046787.956000,800,3493.49,652021.198200,0
2025-07-27 18:05:00+08:00,186.6500,186.6700,186.5400,186.5800,4661.30,2025-07-27 18:05:59.999000+08:00,869775.464800,858,1664.55,310596.454100,0
2025-07-27 18:06:00+08:00,186.5800,186.6600,186.5800,186.6400,3055.86,2025-07-27 18:06:59.999000+08:00,570323.525600,571,1952.97,364486.125600,0
2025-07-27 18:07:00+08:00,186.6300,186.7600,186.6300,186.7300,3904.78,2025-07-27 18:07:59.999000+08:00,729008.702000,752,2533.66,473001.254500,0
2025-07-27 18:08:00+08:00,186.7200,186.7300,186.6500,186.7200,3953.29,2025-07-27 18:08:59.999000+08:00,738049.965800,720,1507.78,281474.441700,0
2025-07-27 18:09:00+08:00,186.7200,186.7500,186.6800,186.7400,3454.86,2025-07-27 18:09:59.999000+08:00,645090.478700,726,1396.54,260776.171300,0
2025-07-27 18:10:00+08:00,186.7300,186.8200,186.7000,186.7000,6385.79,2025-07-27 18:10:59.999000+08:00,1192727.283800,1044,3714.28,693786.382400,0
2025-07-27 18:11:00+08:00,186.7100,186.8000,186.6800,186.7900,4650.28,2025-07-27 18:11:59.999000+08:00,868384.234300,673,3089.89,577014.499000,0
2025-07-27 18:12:00+08:00,186.8000,186.8000,186.7000,186.7300,3601.36,2025-07-27 18:12:59.999000+08:00,672570.077500,731,1200.02,224125.023900,0
2025-07-27 18:13:00+08:00,186.7300,186.7800,186.7000,186.7800,3510.40,2025-07-27 18:13:59.999000+08:00,655530.993600,555,2071.19,386789.171400,0
2025-07-27 18:14:00+08:00,186.7800,186.8100,186.7100,186.8000,4682.78,2025-07-27 18:14:59.999000+08:00,874503.540900,525,3761.24,702389.798700,0
2025-07-27 18:15:00+08:00,186.8000,186.9500,186.8000,186.9500,5511.31,2025-07-27 18:15:59.999000+08:00,1030053.502300,742,4020.21,751365.528500,0
2025-07-27 18:16:00+08:00,186.9500,186.9500,186.8200,186.8200,5915.14,2025-07-27 18:16:59.999000+08:00,1105546.715100,1048,2206.27,412347.929200,0
2025-07-27 18:17:00+08:00,186.8200,186.9300,186.7800,186.9000,9073.30,2025-07-27 18:17:59.999000+08:00,1695371.533400,1144,3979.71,743685.807400,0
2025-07-27 18:18:00+08:00,186.8900,186.9200,186.8500,186.9000,3497.56,2025-07-27 18:18:59.999000+08:00,653662.928700,579,1169.82,218643.010000,0
2025-07-27 18:19:00+08:00,186.8900,186.9800,186.8900,186.9700,3119.87,2025-07-27 18:19:59.999000+08:00,583213.248900,414,2726.24,509633.933100,0
2025-07-27 18:20:00+08:00,186.9800,187.0700,186.9800,187.0400,11006.34,2025-07-27 18:20:59.999000+08:00,2058474.697000,1555,7496.52,1402023.791000,0
2025-07-27 18:21:00+08:00,187.0300,187.0400,186.9700,187.0100,4232.88,2025-07-27 18:21:59.999000+08:00,791555.147500,658,1911.55,357470.683900,0
2025-07-27 18:22:00+08:00,187.0000,187.0700,187.0000,187.0600,4022.04,2025-07-27 18:22:59.999000+08:00,752240.040200,413,2602.51,486738.679900,0
2025-07-27 18:23:00+08:00,187.0600,187.1300,187.0400,187.1200,4967.07,2025-07-27 18:23:59.999000+08:00,929248.024400,666,2725.73,509954.771300,0
2025-07-27 18:24:00+08:00,187.1200,187.1300,186.9900,186.9900,8050.82,2025-07-27 18:24:59.999000+08:00,1505845.885700,1002,2576.35,481878.039200,0
2025-07-27 18:25:00+08:00,187.0000,187.0000,186.6400,186.7800,28474.87,2025-07-27 18:25:59.999000+08:00,5318301.426000,2387,3949.80,737782.520000,0
2025-07-27 18:26:00+08:00,186.7900,186.8200,186.7800,186.8200,3081.75,2025-07-27 18:26:59.999000+08:00,575673.047100,387,1561.21,291636.290700,0
2025-07-27 18:27:00+08:00,186.8100,186.9000,186.8100,186.8500,3811.54,2025-07-27 18:27:59.999000+08:00,712256.973000,547,2178.43,407077.983300,0
2025-07-27 18:28:00+08:00,186.8400,186.8400,186.6800,186.6900,8235.35,2025-07-27 18:28:59.999000+08:00,1538043.163100,937,1611.34,300899.052500,0
2025-07-27 18:29:00+08:00,186.6900,186.7000,186.6600,186.6700,1713.26,2025-07-27 18:29:59.999000+08:00,319826.683700,389,442.35,82575.474600,0
2025-07-27 18:30:00+08:00,186.6700,186.6800,186.5100,186.6400,5482.45,2025-07-27 18:30:59.999000+08:00,1023089.315300,1203,2422.08,451984.034000,0
2025-07-27 18:31:00+08:00,186.6400,186.8200,186.6300,186.8200,1577.61,2025-07-27 18:31:59.999000+08:00,294553.535400,548,1153.26,215320.528800,0
2025-07-27 18:32:00+08:00,186.8200,186.8200,186.7400,186.7700,3287.07,2025-07-27 18:32:59.999000+08:00,613964.642000,585,1475.23,275546.979300,0
2025-07-27 18:33:00+08:00,186.7600,186.8600,186.7600,186.8200,2818.83,2025-07-27 18:33:59.999000+08:00,526609.362800,533,1355.41,253215.213700,0
2025-07-27 18:34:00+08:00,186.8300,186.9000,186.8200,186.9000,2148.41,2025-07-27 18:34:59.999000+08:00,401455.943400,349,1529.19,285754.485300,0
2025-07-27 18:35:00+08:00,186.9000,187.0500,186.8900,187.0500,4468.31,2025-07-27 18:35:59.999000+08:00,835478.655700,660,3554.18,664547.536800,0
2025-07-27 18:36:00+08:00,187.0500,187.0800,187.0100,187.0700,7132.63,2025-07-27 18:36:59.999000+08:00,1334109.199400,713,5255.57,983003.467400,0
2025-07-27 18:37:00+08:00,187.0700,187.2000,187.0700,187.2000,2883.22,2025-07-27 18:37:59.999000+08:00,539617.335000,624,2436.99,456096.332800,0
2025-07-27 18:38:00+08:00,187.2100,187.2500,187.1800,187.2100,8325.91,2025-07-27 18:38:59.999000+08:00,1558719.524100,875,4926.02,922219.056300,0
2025-07-27 18:39:00+08:00,187.2000,187.3000,187.2000,187.3000,5100.00,2025-07-27 18:39:59.999000+08:00,955026.910900,833,2825.96,529163.716600,0
2025-07-27 18:40:00+08:00,187.3000,187.3800,187.2500,187.3800,12005.14,2025-07-27 18:40:59.999000+08:00,2248860.554200,1368,8916.64,1670345.414400,0
2025-07-27 18:41:00+08:00,187.3800,187.6300,187.3400,187.5300,36321.89,2025-07-27 18:41:59.999000+08:00,6810452.084900,3402,21402.58,4012856.543000,0
2025-07-27 18:42:00+08:00,187.5400,187.7100,187.5300,187.7100,28634.77,2025-07-27 18:42:59.999000+08:00,5373941.940600,1967,22489.79,4220819.322600,0
2025-07-27 18:43:00+08:00,187.7100,187.8000,187.5400,187.7200,21173.40,2025-07-27 18:43:59.999000+08:00,3973627.884500,2654,10156.70,1906106.962000,0
2025-07-27 18:44:00+08:00,187.7200,187.8000,187.6400,187.7300,15670.75,2025-07-27 18:44:59.999000+08:00,2941747.438200,1684,7628.21,1432089.980100,0
2025-07-27 18:45:00+08:00,187.7300,187.8000,187.7100,187.7600,9966.64,2025-07-27 18:45:59.999000+08:00,1871368.271900,1262,5393.18,1012641.773900,0
2025-07-27 18:46:00+08:00,187.7600,187.9200,187.7600,187.8100,41874.92,2025-07-27 18:46:59.999000+08:00,7865392.605400,2595,30026.80,5640184.120800,0
2025-07-27 18:47:00+08:00,187.8100,187.8100,187.6800,187.6900,11351.86,2025-07-27 18:47:59.999000+08:00,2131295.684200,1630,2549.62,478711.268300,0
2025-07-27 18:48:00+08:00,187.6800,188.0700,187.6000,188.0500,38617.34,2025-07-27 18:48:59.999000+08:00,7255763.863200,3776,27557.42,5178674.817100,0
2025-07-27 18:49:00+08:00,188.0600,188.1800,188.0200,188.1200,25993.55,2025-07-27 18:49:59.999000+08:00,4889130.203900,2630,15739.26,2960367.428000,0
2025-07-27 18:50:00+08:00,188.1200,188.2200,187.9200,188.0900,33502.51,2025-07-27 18:50:59.999000+08:00,6301424.617200,3175,16864.65,3172219.705100,0
2025-07-27 18:51:00+08:00,188.0900,188.3900,188.0900,188.3800,20157.36,2025-07-27 18:51:59.999000+08:00,3795010.230100,2328,12802.99,2410492.144200,0
2025-07-27 18:52:00+08:00,188.3800,188.4200,188.1900,188.2400,16360.64,2025-07-27 18:52:59.999000+08:00,3080935.616100,2081,4951.15,932400.877400,0
2025-07-27 18:53:00+08:00,188.2300,188.3400,188.1700,188.2600,14100.53,2025-07-27 18:53:59.999000+08:00,2654381.871400,1464,5341.60,1005549.189800,0
2025-07-27 18:54:00+08:00,188.2500,188.3400,188.0800,188.1300,18259.29,2025-07-27 18:54:59.999000+08:00,3435900.845600,2106,4457.29,838754.459100,0
2025-07-27 18:55:00+08:00,188.1300,188.2300,188.1000,188.1500,10998.73,2025-07-27 18:55:59.999000+08:00,2069586.575100,1043,6623.91,1246398.334700,0
2025-07-27 18:56:00+08:00,188.1500,188.1900,188.0200,188.1000,11897.10,2025-07-27 18:56:59.999000+08:00,2237900.648900,1392,6001.48,1128896.895400,0
2025-07-27 18:57:00+08:00,188.0900,188.1000,187.5000,187.5200,22882.48,2025-07-27 18:57:59.999000+08:00,4297588.822800,3005,4239.43,796115.307900,0
2025-07-27 18:58:00+08:00,187.5300,187.7200,187.5200,187.6600,14602.43,2025-07-27 18:58:59.999000+08:00,2739704.325300,1605,7356.45,1380214.552400,0
2025-07-27 18:59:00+08:00,187.6500,187.7200,187.5800,187.5800,6587.71,2025-07-27 18:59:59.999000+08:00,1236175.319500,1000,2679.52,502801.682400,0
2025-07-27 19:00:00+08:00,187.5900,187.7800,187.5800,187.6700,13074.12,2025-07-27 19:00:59.999000+08:00,2454162.281200,2430,5857.20,1099398.264500,0
2025-07-27 19:01:00+08:00,187.6700,187.9800,187.6700,187.9500,11149.14,2025-07-27 19:01:59.999000+08:00,2094163.312700,1394,4047.39,760157.611100,0
2025-07-27 19:02:00+08:00,187.9500,188.1600,187.9300,188.0400,17316.43,2025-07-27 19:02:59.999000+08:00,3256824.554200,1843,11554.18,2173087.768300,0
2025-07-27 19:03:00+08:00,188.0300,188.0300,187.7800,187.8100,12458.64,2025-07-27 19:03:59.999000+08:00,2340591.602000,1632,4380.29,822787.185700,0
2025-07-27 19:04:00+08:00,187.8100,188.0000,187.7800,187.9700,7734.25,2025-07-27 19:04:59.999000+08:00,1453161.354400,1088,4057.71,762463.767400,0
2025-07-27 19:05:00+08:00,187.9600,188.0000,187.8300,187.9300,5800.86,2025-07-27 19:05:59.999000+08:00,1089982.591000,976,3670.64,689669.895800,0
2025-07-27 19:06:00+08:00,187.9200,187.9300,187.7500,187.7500,8035.99,2025-07-27 19:06:59.999000+08:00,1509262.186900,1085,2581.02,484786.265800,0
2025-07-27 19:07:00+08:00,187.7500,187.8000,187.6000,187.7600,11115.49,2025-07-27 19:07:59.999000+08:00,2086454.310500,1607,4084.29,766568.451200,0
2025-07-27 19:08:00+08:00,187.7600,187.8300,187.7500,187.7800,3420.90,2025-07-27 19:08:59.999000+08:00,642468.749900,704,2126.68,399404.950500,0
2025-07-27 19:09:00+08:00,187.7800,187.7900,187.6500,187.6700,8756.96,2025-07-27 19:09:59.999000+08:00,1643731.554200,1249,2153.51,404224.510900,0
2025-07-27 19:10:00+08:00,187.6700,187.8900,187.6400,187.8200,7146.90,2025-07-27 19:10:59.999000+08:00,1342257.700000,1318,5115.59,960797.656300,0
2025-07-27 19:11:00+08:00,187.8200,187.8900,187.7900,187.8900,5083.77,2025-07-27 19:11:59.999000+08:00,954894.267600,866,2989.49,561527.533500,0
2025-07-27 19:12:00+08:00,187.8900,187.9600,187.8400,187.9600,5882.43,2025-07-27 19:12:59.999000+08:00,1105204.589500,1030,2767.21,519936.465000,0
2025-07-27 19:13:00+08:00,187.9500,188.0900,187.9000,188.0900,6375.47,2025-07-27 19:13:59.999000+08:00,1198499.102300,1201,4618.50,868198.868500,0
2025-07-27 19:14:00+08:00,188.0900,188.1000,187.9500,188.0200,7727.28,2025-07-27 19:14:59.999000+08:00,1452981.093100,1479,2406.33,452479.768200,0
2025-07-27 19:15:00+08:00,188.0200,188.0700,187.8600,188.0400,25887.55,2025-07-27 19:15:59.999000+08:00,4865926.046200,2183,17213.44,3235765.784000,0
2025-07-27 19:16:00+08:00,188.0400,188.3400,188.0300,188.3300,16049.96,2025-07-27 19:16:59.999000+08:00,3020778.610400,2261,12409.91,2335823.742800,0
2025-07-27 19:17:00+08:00,188.3300,188.4000,188.2500,188.4000,18193.87,2025-07-27 19:17:59.999000+08:00,3426697.011200,1893,11181.85,2106053.413300,0
2025-07-27 19:18:00+08:00,188.3900,188.4100,188.1900,188.1900,19549.37,2025-07-27 19:18:59.999000+08:00,3681534.957800,2099,13894.28,2616701.668600,0
2025-07-27 19:19:00+08:00,188.2000,188.2200,188.1000,188.1300,8135.07,2025-07-27 19:19:59.999000+08:00,1530561.224300,1449,2969.59,558732.812500,0
2025-07-27 19:20:00+08:00,188.1200,188.1300,187.9100,188.0900,9667.35,2025-07-27 19:20:59.999000+08:00,1817808.864500,1749,2521.71,474170.289300,0
2025-07-27 19:21:00+08:00,188.0900,188.1400,188.0200,188.0900,6845.95,2025-07-27 19:21:59.999000+08:00,1287549.295200,1088,3913.58,736018.144100,0
2025-07-27 19:22:00+08:00,188.0900,188.0900,187.9000,187.9000,5620.70,2025-07-27 19:22:59.999000+08:00,1056668.301300,1249,2681.14,504019.460400,0
2025-07-27 19:23:00+08:00,187.9100,187.9300,187.7900,187.8000,9722.90,2025-07-27 19:23:59.999000+08:00,1826556.182300,1608,2661.07,499958.403100,0
2025-07-27 19:24:00+08:00,187.7900,187.9500,187.7800,187.9300,8722.37,2025-07-27 19:24:59.999000+08:00,1638458.889400,1291,5389.33,1012323.491500,0
2025-07-27 19:25:00+08:00,187.9300,188.1200,187.9200,187.9800,17424.94,2025-07-27 19:25:59.999000+08:00,3275939.099600,1578,8246.94,1550713.330500,0
2025-07-27 19:26:00+08:00,187.9700,188.2100,187.9300,188.1900,6919.83,2025-07-27 19:26:59.999000+08:00,1301237.352900,1117,3582.50,673709.605100,0
2025-07-27 19:27:00+08:00,188.1900,188.3000,188.1900,188.1900,9920.06,2025-07-27 19:27:59.999000+08:00,1867314.931100,1375,6035.17,1136034.214800,0
2025-07-27 19:28:00+08:00,188.2000,188.2100,187.9600,188.1300,24522.83,2025-07-27 19:28:59.999000+08:00,4612260.148900,2088,3246.39,610696.250200,0
2025-07-27 19:29:00+08:00,188.1300,188.2500,188.0700,188.2400,7417.16,2025-07-27 19:29:59.999000+08:00,1395852.028600,961,3430.22,645555.328100,0
2025-07-27 19:30:00+08:00,188.2400,188.2400,188.2000,188.2400,6922.14,2025-07-27 19:30:59.999000+08:00,1302920.677100,1308,2117.84,398644.012400,0
2025-07-27 19:31:00+08:00,188.2400,188.4000,188.1600,188.3600,9760.22,2025-07-27 19:31:59.999000+08:00,1837696.779200,1671,6642.22,1250571.968400,0
2025-07-27 19:32:00+08:00,188.3600,188.5300,188.1400,188.1400,25226.73,2025-07-27 19:32:59.999000+08:00,4752815.081900,3021,10472.43,1973301.372100,0
2025-07-27 19:33:00+08:00,188.1500,188.3500,188.0900,188.2100,21128.17,2025-07-27 19:33:59.999000+08:00,3976928.574400,2029,17270.97,3250993.380400,0
2025-07-27 19:34:00+08:00,188.2000,188.2800,188.1700,188.2000,15996.63,2025-07-27 19:34:59.999000+08:00,3011048.342200,1569,12285.80,2312555.314300,0
2025-07-27 19:35:00+08:00,188.2000,188.3100,188.1900,188.2400,4386.25,2025-07-27 19:35:59.999000+08:00,825662.400900,807,2243.82,422385.159200,0
2025-07-27 19:36:00+08:00,188.2400,188.2400,188.0000,188.0400,7260.38,2025-07-27 19:36:59.999000+08:00,1365963.774600,1438,2677.54,503785.399000,0
2025-07-27 19:37:00+08:00,188.0400,188.0600,187.8100,187.8200,11014.23,2025-07-27 19:37:59.999000+08:00,2069621.247700,1558,2061.29,387364.621700,0
2025-07-27 19:38:00+08:00,187.8300,187.9200,187.7500,187.7800,8455.58,2025-07-27 19:38:59.999000+08:00,1588257.924500,1376,2630.44,494127.096700,0
2025-07-27 19:39:00+08:00,187.7700,187.8100,187.6300,187.6800,12383.36,2025-07-27 19:39:59.999000+08:00,2324431.781100,1492,4703.68,882913.805500,0
2025-07-27 19:40:00+08:00,187.6800,187.7800,187.6800,187.7300,15657.94,2025-07-27 19:40:59.999000+08:00,2939469.372800,1342,5915.75,1110560.471600,0
2025-07-27 19:41:00+08:00,187.7300,187.8500,187.7200,187.7400,6615.14,2025-07-27 19:41:59.999000+08:00,1242142.256700,987,3556.96,667933.525900,0
2025-07-27 19:42:00+08:00,187.7300,187.7700,187.7200,187.7700,7490.57,2025-07-27 19:42:59.999000+08:00,1406330.544000,781,3355.07,629902.547300,0
2025-07-27 19:43:00+08:00,187.7600,187.8300,187.6200,187.6300,13044.58,2025-07-27 19:43:59.999000+08:00,2448691.726700,1401,2824.38,530212.938200,0
2025-07-27 19:44:00+08:00,187.6300,187.6900,187.4600,187.5100,12204.75,2025-07-27 19:44:59.999000+08:00,2288945.671800,1720,4265.32,800003.196400,0
2025-07-27 19:45:00+08:00,187.5100,187.5100,187.3700,187.3800,15887.04,2025-07-27 19:45:59.999000+08:00,2977358.034500,1917,5175.04,969847.782500,0
2025-07-27 19:46:00+08:00,187.3800,187.3900,187.2300,187.2500,16163.47,2025-07-27 19:46:59.999000+08:00,3027344.459000,1563,5094.94,954350.240400,0
2025-07-27 19:47:00+08:00,187.2500,187.3200,187.0400,187.0500,18039.68,2025-07-27 19:47:59.999000+08:00,3376846.599000,2133,5005.77,937314.727100,0
2025-07-27 19:48:00+08:00,187.0500,187.1700,186.9100,187.0300,28337.87,2025-07-27 19:48:59.999000+08:00,5299774.509000,2971,11466.20,2144695.384200,0
2025-07-27 19:49:00+08:00,187.0200,187.1100,186.9400,187.0000,14341.79,2025-07-27 19:49:59.999000+08:00,2681826.265600,1640,9546.28,1785016.673200,0
2025-07-27 19:50:00+08:00,187.0000,187.0700,186.9700,187.0100,6420.97,2025-07-27 19:50:59.999000+08:00,1200776.984700,1058,3996.87,747468.369000,0
2025-07-27 19:51:00+08:00,187.0000,187.1000,186.9300,186.9300,16994.88,2025-07-27 19:51:59.999000+08:00,3177788.958000,1466,13579.48,2539196.366500,0
2025-07-27 19:52:00+08:00,186.9400,187.0600,186.9200,187.0100,10488.85,2025-07-27 19:52:59.999000+08:00,1961131.567500,889,7640.94,1428660.884900,0
2025-07-27 19:53:00+08:00,187.0000,187.2200,186.9900,187.1100,16443.57,2025-07-27 19:53:59.999000+08:00,3077380.537400,1522,10900.76,2040095.932000,0
